"","CLIENTNUM","Attrition_Flag","Customer_Age","Gender","Education_Level","Marital_Status","Income_Category","Card_Category","Months_on_book","Credit_Limit","Contacts_Count_12_mon","Total_Trans_Amt","Total_Trans_Ct"
"885",715848408,"Existing Customer",61,"M","Graduate","Unknown","$80K - $120K","Blue",52,8851,1,1257,36
"886",714414483,"Existing Customer",54,"F","Unknown","Married","Less than $40K","Blue",44,2945,1,1503,35
"887",708655983,"Existing Customer",49,"F","High School","Divorced","Unknown","Blue",40,5267,2,1353,24
"888",720426708,"Attrited Customer",56,"M","High School","Single","$60K - $80K","Blue",45,8512,3,811,27
"889",713743158,"Existing Customer",47,"M","Graduate","Married","$60K - $80K","Blue",36,19063,2,1270,21
"890",721279083,"Existing Customer",53,"M","Graduate","Single","$80K - $120K","Blue",33,5376,3,1840,53
"891",779149683,"Existing Customer",30,"F","Graduate","Divorced","Unknown","Blue",13,7772,2,2585,75
"892",714970458,"Existing Customer",39,"F","High School","Married","$40K - $60K","Blue",29,9173,1,1807,33
"893",719070108,"Existing Customer",44,"M","Graduate","Married","$80K - $120K","Silver",35,34516,3,1729,52
"894",715490733,"Existing Customer",54,"F","Uneducated","Single","Unknown","Blue",36,11975,2,1211,35
"895",714989583,"Existing Customer",46,"M","Graduate","Married","$60K - $80K","Blue",36,15405,3,1763,44
"896",820355433,"Existing Customer",43,"M","Unknown","Single","$40K - $60K","Blue",38,2615,1,1395,34
"897",715901508,"Existing Customer",35,"M","High School","Married","$80K - $120K","Blue",25,23991,2,1843,43
"898",710370483,"Existing Customer",39,"F","College","Married","Less than $40K","Blue",31,1888,3,1517,33
"899",778573233,"Existing Customer",61,"F","Graduate","Married","Less than $40K","Blue",54,3102,2,1977,50
"900",708833133,"Existing Customer",40,"F","Graduate","Divorced","Less than $40K","Blue",29,3170,2,2027,49
"901",719885883,"Existing Customer",53,"M","College","Single","$120K +","Blue",36,34516,0,1497,43
"902",712523283,"Existing Customer",55,"M","Unknown","Married","$120K +","Blue",41,14938,2,1134,31
"903",711309033,"Existing Customer",41,"M","Unknown","Single","$60K - $80K","Blue",24,17298,2,3663,65
"904",708134283,"Existing Customer",35,"M","Uneducated","Married","Less than $40K","Blue",36,3131,3,1483,31
"905",720147633,"Existing Customer",61,"M","Unknown","Single","$40K - $60K","Blue",47,11915,2,1956,63
"906",708983658,"Attrited Customer",51,"M","Uneducated","Single","$120K +","Blue",39,16868,1,940,25
"907",766285608,"Existing Customer",42,"M","High School","Single","$40K - $60K","Blue",35,3266,3,2183,56
"908",779715108,"Existing Customer",46,"M","Unknown","Divorced","$80K - $120K","Blue",30,2770,3,2920,74
"909",798035358,"Existing Customer",46,"F","High School","Single","Less than $40K","Blue",40,3556,2,1221,41
"910",719391783,"Existing Customer",46,"M","Uneducated","Married","$40K - $60K","Blue",35,9149,2,1790,60
"911",809342208,"Existing Customer",26,"M","Graduate","Single","Unknown","Blue",19,1438.3,2,2005,47
"912",780713058,"Existing Customer",46,"M","High School","Married","$60K - $80K","Blue",35,14701,3,3490,69
"913",779338683,"Existing Customer",62,"M","Graduate","Married","$60K - $80K","Blue",44,14825,2,1904,49
"914",783387783,"Existing Customer",55,"M","Uneducated","Divorced","$60K - $80K","Blue",49,10127,3,1647,53
"915",787800108,"Existing Customer",55,"M","College","Married","$80K - $120K","Blue",45,2929,2,1903,39
"916",721397808,"Existing Customer",32,"M","High School","Married","$40K - $60K","Blue",24,3735,0,1564,41
"917",778698408,"Existing Customer",37,"F","Uneducated","Married","Less than $40K","Blue",18,2930,2,1686,34
"918",709545333,"Existing Customer",33,"F","High School","Single","Unknown","Blue",29,12716,3,2412,64
"919",716032233,"Existing Customer",42,"M","College","Married","$80K - $120K","Blue",32,22120,2,3981,65
"920",717835908,"Existing Customer",33,"M","Post-Graduate","Married","$80K - $120K","Blue",22,1438.3,3,2730,48
"921",719466558,"Existing Customer",60,"F","High School","Single","Unknown","Blue",36,4546,2,1361,34
"922",778663458,"Attrited Customer",65,"M","High School","Married","Less than $40K","Blue",47,1759,1,821,18
"923",716024808,"Attrited Customer",57,"M","Graduate","Married","$80K - $120K","Blue",36,4829,3,938,21
"924",713008308,"Existing Customer",59,"F","Unknown","Married","Less than $40K","Blue",47,7692,2,1861,42
"925",794831733,"Existing Customer",45,"F","Graduate","Married","Less than $40K","Blue",39,2156,2,1345,28
"926",713854608,"Existing Customer",62,"M","Uneducated","Married","$60K - $80K","Blue",36,9521,3,2444,63
"927",715993608,"Existing Customer",51,"M","College","Single","$120K +","Blue",41,26714,2,1686,50
"928",789368658,"Existing Customer",57,"M","Graduate","Married","$80K - $120K","Blue",47,2092,3,1468,30
"929",802817358,"Existing Customer",38,"F","High School","Married","Unknown","Blue",32,11594,1,2320,51
"930",708098133,"Existing Customer",32,"F","Graduate","Married","Less than $40K","Blue",19,2834,0,1598,39
"931",801499908,"Existing Customer",43,"F","Graduate","Married","Less than $40K","Blue",37,4724,2,1232,31
"932",824770683,"Existing Customer",51,"F","Unknown","Divorced","Less than $40K","Blue",47,3049,3,4027,76
"933",718310733,"Existing Customer",50,"M","Unknown","Divorced","$80K - $120K","Blue",36,20614,1,1922,48
"934",708162558,"Existing Customer",64,"F","Uneducated","Married","Unknown","Blue",54,3250,2,1355,36
"935",721129383,"Existing Customer",53,"F","Doctorate","Married","Less than $40K","Blue",36,3128,2,2361,42
"936",721249158,"Attrited Customer",42,"M","Uneducated","Single","$60K - $80K","Blue",30,6414,3,708,14
"937",721049658,"Existing Customer",53,"M","Graduate","Single","$80K - $120K","Blue",34,2506,0,1687,62
"938",806392908,"Existing Customer",52,"F","High School","Single","Unknown","Blue",47,7469,3,1212,33
"939",714886533,"Existing Customer",60,"F","High School","Married","Less than $40K","Blue",36,3460,2,1752,34
"940",772375533,"Existing Customer",30,"M","Graduate","Married","$80K - $120K","Blue",19,9959,2,1560,39
"941",826775058,"Existing Customer",43,"F","Uneducated","Married","Less than $40K","Blue",39,4175,2,1520,36
"942",711878733,"Existing Customer",60,"M","Uneducated","Married","$60K - $80K","Blue",48,10264,3,1685,45
"943",714550383,"Existing Customer",46,"M","High School","Single","$40K - $60K","Blue",36,4129,3,1678,40
"944",712636308,"Existing Customer",65,"F","High School","Married","$40K - $60K","Blue",45,2658,2,1627,26
"945",772139433,"Existing Customer",44,"F","College","Single","$40K - $60K","Blue",33,4589,3,1637,61
"946",709058808,"Existing Customer",56,"F","College","Married","Less than $40K","Blue",36,2781,2,1707,42
"947",813240408,"Existing Customer",45,"F","High School","Married","Unknown","Blue",39,24880,2,1208,25
"948",767753958,"Existing Customer",37,"M","Graduate","Unknown","$40K - $60K","Blue",31,8504,2,1881,51
"949",710111733,"Existing Customer",48,"M","High School","Married","$80K - $120K","Blue",39,8091,3,1360,28
"950",761544333,"Existing Customer",37,"F","College","Married","$40K - $60K","Blue",30,3417,3,1641,32
"951",788814783,"Existing Customer",39,"M","Uneducated","Single","$60K - $80K","Blue",22,9204,3,1820,58
"952",715034358,"Existing Customer",41,"M","Graduate","Married","$120K +","Blue",32,14302,3,1505,35
"953",709624533,"Existing Customer",55,"F","High School","Married","Less than $40K","Blue",45,3187,0,1627,38
"954",709942383,"Existing Customer",34,"M","Graduate","Married","$80K - $120K","Blue",36,6313,2,1703,34
"955",803957508,"Existing Customer",52,"M","Unknown","Single","$80K - $120K","Blue",47,15904,3,1433,33
"956",713378133,"Existing Customer",54,"F","Post-Graduate","Single","Less than $40K","Silver",39,11696,3,2445,60
"957",709217358,"Existing Customer",40,"M","Post-Graduate","Married","$80K - $120K","Blue",36,20371,2,1665,45
"958",720998358,"Existing Customer",52,"M","High School","Married","$120K +","Silver",41,34516,1,1489,38
"959",721051908,"Existing Customer",45,"M","Graduate","Single","$60K - $80K","Blue",33,7552,3,1393,32
"960",715232058,"Existing Customer",61,"M","Post-Graduate","Married","$40K - $60K","Blue",53,5561,2,1820,42
"961",806250783,"Existing Customer",57,"F","High School","Married","Less than $40K","Blue",52,1441,2,2742,58
"962",817245183,"Existing Customer",51,"M","Unknown","Unknown","$120K +","Blue",33,19715,2,1979,40
"963",713670333,"Existing Customer",60,"M","Unknown","Single","Less than $40K","Blue",52,2486,2,1378,27
"964",826477083,"Existing Customer",48,"F","College","Married","Less than $40K","Blue",44,4570,3,1520,34
"965",788728608,"Existing Customer",34,"M","High School","Married","$40K - $60K","Blue",13,3870,2,1588,36
"966",717190533,"Existing Customer",49,"M","High School","Married","$60K - $80K","Blue",36,12938,2,1282,32
"967",716580033,"Existing Customer",53,"M","High School","Married","$120K +","Blue",36,21178,3,1872,59
"968",711644508,"Existing Customer",34,"M","Uneducated","Single","$80K - $120K","Blue",36,12182,0,2295,63
"969",714334383,"Existing Customer",54,"M","Graduate","Married","$60K - $80K","Blue",42,3583,0,1065,28
"970",720611058,"Existing Customer",40,"M","Graduate","Single","$120K +","Blue",27,17018,3,1550,47
"971",712420833,"Existing Customer",49,"F","College","Single","Unknown","Blue",41,16031,2,1527,57
"972",713845083,"Attrited Customer",41,"F","High School","Single","Less than $40K","Blue",36,4203,3,1489,43
"973",713756508,"Existing Customer",46,"M","Graduate","Divorced","Less than $40K","Blue",36,4213,3,1264,30
"974",735565158,"Existing Customer",46,"M","Graduate","Married","$60K - $80K","Blue",33,21548,2,1582,38
"975",714131058,"Existing Customer",30,"M","Graduate","Unknown","$60K - $80K","Blue",36,18513,3,1567,33
"976",717180633,"Existing Customer",59,"M","Post-Graduate","Married","$40K - $60K","Blue",36,2483,2,1704,35
"977",717295683,"Existing Customer",50,"M","Doctorate","Single","$80K - $120K","Blue",38,3460,2,1546,35
"978",713128833,"Existing Customer",49,"M","Unknown","Unknown","$60K - $80K","Blue",36,6511,2,1478,38
"979",813499458,"Attrited Customer",45,"M","High School","Unknown","$60K - $80K","Blue",40,1438.3,1,2132,31
"980",710070183,"Existing Customer",53,"F","High School","Single","Less than $40K","Blue",36,2615,2,1419,38
"981",789605658,"Existing Customer",42,"F","Doctorate","Married","$40K - $60K","Blue",35,2985,2,1065,27
"982",710045058,"Existing Customer",46,"M","High School","Married","$40K - $60K","Silver",28,18797,3,1364,40
"983",710164683,"Existing Customer",33,"M","Graduate","Married","$60K - $80K","Blue",22,2859,3,2247,36
"984",710802258,"Existing Customer",46,"F","Graduate","Married","Less than $40K","Blue",38,2888,0,1111,26
"985",721036233,"Existing Customer",61,"M","High School","Married","$60K - $80K","Blue",36,9172,3,1836,42
"986",710036508,"Existing Customer",42,"M","Uneducated","Married","$40K - $60K","Blue",34,14281,2,1164,35
"987",717776808,"Existing Customer",47,"F","Graduate","Single","Less than $40K","Blue",39,7353,3,2005,54
"988",714906033,"Existing Customer",47,"F","Graduate","Single","Less than $40K","Blue",36,5145,2,1588,35
"989",714273708,"Existing Customer",53,"F","Graduate","Married","$40K - $60K","Blue",36,4753,3,2242,49
"990",721117533,"Existing Customer",46,"F","Graduate","Single","Less than $40K","Blue",26,2171,3,1415,45
"991",715374558,"Existing Customer",26,"M","College","Divorced","Less than $40K","Blue",36,4150,3,2483,74
"992",824807658,"Existing Customer",45,"M","Graduate","Married","$60K - $80K","Blue",41,9106,3,1239,33
"993",714940608,"Existing Customer",36,"M","High School","Divorced","$40K - $60K","Blue",36,2686,2,2057,53
"994",824782008,"Existing Customer",42,"M","High School","Unknown","$60K - $80K","Blue",38,10239,2,1228,26
"995",717561108,"Existing Customer",52,"M","Graduate","Married","$80K - $120K","Blue",36,34516,2,1629,32
"996",717127083,"Existing Customer",37,"M","Graduate","Married","$120K +","Blue",25,15017,0,2076,58
"997",772460508,"Existing Customer",53,"M","Uneducated","Married","$40K - $60K","Blue",43,4426,2,1231,34
"998",720484908,"Existing Customer",65,"F","Post-Graduate","Married","$40K - $60K","Blue",52,2155,3,1655,27
"999",771237933,"Existing Customer",47,"M","Uneducated","Unknown","$80K - $120K","Blue",34,20620,3,1477,23
"1000",794664183,"Existing Customer",38,"M","Uneducated","Married","$60K - $80K","Blue",19,3238,3,1501,45
"1001",797488158,"Existing Customer",52,"M","High School","Married","$60K - $80K","Blue",46,14316,0,1313,36
"1002",708543258,"Existing Customer",36,"M","High School","Married","$80K - $120K","Blue",36,2607,2,2045,39
"1003",778706508,"Existing Customer",43,"M","College","Married","$60K - $80K","Blue",24,6231,4,1448,30
"1004",712240083,"Attrited Customer",38,"F","Unknown","Single","Less than $40K","Blue",30,3730,2,858,22
"1005",713650683,"Existing Customer",65,"F","Graduate","Married","Less than $40K","Blue",56,3094,4,1591,37
"1006",772532208,"Attrited Customer",51,"F","Doctorate","Married","Less than $40K","Blue",41,6630,3,842,24
"1007",778929783,"Attrited Customer",40,"M","Graduate","Divorced","$80K - $120K","Blue",22,1925,3,781,28
"1008",714244383,"Existing Customer",39,"M","College","Unknown","$80K - $120K","Blue",36,33406,3,1529,30
"1009",718797558,"Existing Customer",39,"F","Graduate","Married","Unknown","Blue",30,2917,3,2422,46
"1010",712821333,"Existing Customer",60,"M","Uneducated","Married","$60K - $80K","Blue",47,9452,3,1825,50
"1011",721120008,"Existing Customer",43,"F","Uneducated","Single","$40K - $60K","Blue",29,2162,2,1555,29
"1012",709633533,"Existing Customer",31,"M","Uneducated","Married","Less than $40K","Blue",18,1438.3,4,2789,50
"1013",710789058,"Existing Customer",55,"M","Graduate","Single","$120K +","Blue",42,34516,3,1308,41
"1014",716174433,"Existing Customer",65,"F","College","Married","Less than $40K","Blue",54,2888,3,2489,54
"1015",789886533,"Existing Customer",54,"F","High School","Married","Less than $40K","Blue",44,3947,3,1110,21
"1016",715210308,"Existing Customer",40,"F","High School","Married","Unknown","Blue",31,15970,4,1260,32
"1017",721038408,"Existing Customer",38,"F","High School","Married","Less than $40K","Blue",27,1830,2,1741,43
"1018",713325108,"Existing Customer",36,"M","Post-Graduate","Married","$60K - $80K","Blue",29,7712,3,1845,40
"1019",720352533,"Existing Customer",43,"M","High School","Unknown","$60K - $80K","Blue",36,20811,3,1483,38
"1020",708431433,"Existing Customer",41,"M","Graduate","Married","$120K +","Blue",31,11789,2,1463,32
"1021",716996583,"Existing Customer",50,"M","High School","Divorced","$120K +","Blue",37,3073,2,1734,35
"1022",718699683,"Existing Customer",48,"M","College","Married","$80K - $120K","Silver",36,34516,2,1733,54
"1023",771359958,"Existing Customer",39,"M","Unknown","Single","$120K +","Silver",26,34516,2,1689,42
"1024",716604633,"Existing Customer",55,"F","Post-Graduate","Married","$40K - $60K","Blue",46,6725,2,1865,53
"1025",813952233,"Existing Customer",44,"M","Graduate","Unknown","Less than $40K","Blue",39,2978,4,1413,46
"1026",713053383,"Attrited Customer",42,"M","Graduate","Married","$80K - $120K","Blue",36,34516,3,853,12
"1027",709979583,"Existing Customer",54,"M","Graduate","Married","$120K +","Blue",46,34516,3,1999,54
"1028",709380333,"Existing Customer",57,"M","Uneducated","Married","$120K +","Blue",36,24545,3,1671,45
"1029",778574283,"Existing Customer",53,"F","Uneducated","Married","$40K - $60K","Blue",46,1438.3,3,2118,64
"1030",789875883,"Existing Customer",41,"F","Uneducated","Single","Less than $40K","Blue",31,2490,2,1391,45
"1031",714661233,"Existing Customer",39,"M","Graduate","Single","$120K +","Blue",24,10074,4,1729,52
"1032",813915933,"Existing Customer",45,"M","Graduate","Divorced","$40K - $60K","Blue",40,2259,2,1393,35
"1033",708358683,"Existing Customer",46,"M","Graduate","Married","$80K - $120K","Silver",35,34516,2,1665,40
"1034",824761458,"Existing Customer",54,"M","High School","Married","$80K - $120K","Blue",50,9519,3,2489,62
"1035",715362183,"Existing Customer",40,"F","Graduate","Married","Unknown","Blue",36,3706,2,1688,38
"1036",721194858,"Existing Customer",48,"M","Graduate","Unknown","$80K - $120K","Blue",40,4438,2,1725,60
"1037",803595858,"Attrited Customer",56,"F","High School","Married","$40K - $60K","Blue",51,1438.3,1,594,14
"1038",716198358,"Existing Customer",33,"F","Post-Graduate","Married","$40K - $60K","Blue",36,2372,3,1852,55
"1039",714173808,"Existing Customer",44,"F","Graduate","Single","Less than $40K","Blue",34,4214,2,1389,34
"1040",709465758,"Existing Customer",62,"F","Post-Graduate","Married","Less than $40K","Blue",53,1438.3,3,902,31
"1041",714081558,"Existing Customer",33,"F","Graduate","Married","Unknown","Blue",36,2613,4,1387,31
"1042",717364458,"Existing Customer",36,"F","High School","Married","Less than $40K","Blue",26,4331,4,2053,33
"1043",778755858,"Existing Customer",46,"M","Graduate","Unknown","$80K - $120K","Blue",27,3665,3,1881,55
"1044",710754933,"Attrited Customer",61,"F","Graduate","Married","Less than $40K","Blue",49,1438.3,3,840,20
