"","Year_Birth","Marital_Status","Income","Kidhome","Teenhome","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","Response"
"2182",1990,"Married",18929,0,0,32,0,8,23,4,18,0
"2183",1968,"Single",35893,1,1,158,0,23,0,0,18,0
"2184",1980,"Married",61014,0,1,269,129,495,182,43,29,0
"2185",1954,"Together",32144,1,1,41,0,10,0,0,3,0
"2186",1963,"Together",14918,0,1,3,3,3,15,4,15,0
"2187",1963,"Divorced",45146,1,1,33,0,5,0,0,15,0
"2188",1955,"Divorced",41769,0,1,302,29,131,32,0,27,0
"2189",1981,"Together",88325,0,0,519,71,860,93,27,53,0
"2190",1950,"Divorced",38054,1,1,23,2,17,2,1,0,0
"2191",1995,"Single",80617,0,0,594,51,631,72,55,32,0
"2192",1976,"Married",5305,0,1,12,4,7,1,3,5,0
"2193",1954,"Together",36807,1,1,4,2,5,0,0,5,0
"2194",1983,"Together",28427,1,0,18,3,19,3,3,6,0
"2195",1948,"Widow",82032,0,0,332,194,377,149,125,57,0
"2196",1978,"Together",22775,1,0,5,1,8,0,0,1,0
"2197",1985,"Together",40101,1,0,171,3,129,26,24,62,0
"2198",1979,"Married",58025,0,1,270,31,88,11,48,22,0
"2199",1982,"Single",75777,0,0,712,26,538,69,13,80,1
"2200",1979,"Together",7500,1,0,2,8,11,3,8,21,0
"2201",1963,"Married",33562,1,2,21,12,12,0,3,3,0
"2202",1970,"Single",57642,0,1,580,6,58,8,0,27,0
"2203",1968,"Together",58554,1,1,368,24,68,38,0,88,0
"2204",1979,"Married",63777,1,1,457,5,106,15,17,53,0
"2205",1962,"Single",57967,0,1,229,7,137,4,0,91,0
"2206",1972,"Married",24434,2,0,3,2,8,20,0,17,0
"2207",1984,"Single",11012,1,0,24,3,26,7,1,23,0
"2208",1970,"Single",44802,0,0,853,10,143,13,10,20,0
"2209",1986,"Single",26816,0,0,5,1,6,3,4,3,0
"2210",1977,"Together",666666,1,0,9,14,18,8,1,12,0
"2211",1974,"Married",34421,1,0,3,3,7,6,2,9,0
"2212",1967,"Married",61223,0,1,709,43,182,42,118,247,0
"2213",1946,"Together",64014,2,1,406,0,30,0,0,8,0
"2214",1981,"Divorced",56981,0,0,908,48,217,32,12,24,0
"2215",1956,"Together",69245,0,1,428,30,214,80,30,61,0
"2216",1954,"Married",52869,1,1,84,3,61,2,1,21,1
